season,season_type,week,contestant,fan_mean,fan_std,ci_lower,ci_upper,ci_width,MCC_unweighted_week,MCC_weighted_week,ACC_mean_week
S1,Rank,Week_1,John O'Hurley,0.20021191228890056,0.08944234972957966,0.06833646383330942,0.41417904298775965,0.3458425791544502,,,-1
S1,Rank,Week_1,Kelly Monaco,0.08550749270584489,0.04601789743585627,0.025990971483398344,0.19914248124238165,0.1731515097589833,,,-1
S1,Rank,Week_1,Evander Holyfield,0.15616665279689948,0.07304858459164627,0.05097568264407214,0.33170673176443993,0.2807310491203678,,,-1
S1,Rank,Week_1,Rachel Hunter,0.20009181041523447,0.08843000481342461,0.06925434555079998,0.4087420346171627,0.33948768906636273,,,-1
S1,Rank,Week_1,Joey McIntyre,0.20073077710124426,0.08854896420755584,0.07158507059511475,0.4133269649530721,0.3417418943579573,,,-1
S1,Rank,Week_1,Trista Sutter,0.15729135469187644,0.07381767440735298,0.05272454806544297,0.33427181092705627,0.2815472628616133,,,-1
S1,Rank,Week_2,John O'Hurley,0.2686675445233144,0.10678090946420266,0.10207855613149046,0.510369052049598,0.40829049591810757,0.0096,0.18238366034149267,0
S1,Rank,Week_2,Kelly Monaco,0.07721921106520353,0.04117416005251335,0.022918448651153455,0.17835543164333056,0.15543698299217712,0.0096,0.18238366034149267,0
S1,Rank,Week_2,Evander Holyfield,0.09442816240260024,0.04949635426878301,0.029462210426505313,0.2171471116806176,0.18768490125411227,0.0096,0.18238366034149267,0
S1,Rank,Week_2,Rachel Hunter,0.2337629720973033,0.09914562960897637,0.08350908688997606,0.4664047157087307,0.38289562881875466,0.0096,0.18238366034149267,0
S1,Rank,Week_2,Joey McIntyre,0.18772310177494714,0.08572959205790248,0.06377955079412642,0.3935349338171539,0.3297553830230274,0.0096,0.18238366034149267,0
S1,Rank,Week_2,Trista Sutter,0.13819900813663255,0.0687545689016377,0.04474237104744586,0.31222727770814684,0.26748490666070096,0.0096,0.18238366034149267,0
S1,Rank,Week_3,John O'Hurley,0.29192808975701084,0.1151276038295203,0.11059377020519548,0.5456787461634094,0.43508497595821394,0.6852,0.8460473568158142,1
S1,Rank,Week_3,Kelly Monaco,0.1348684306323219,0.0648835364492231,0.04365428148173007,0.29481346985221174,0.2511591883704817,0.6852,0.8460473568158142,1
S1,Rank,Week_3,Evander Holyfield,0.07718030308261084,0.036141231292605894,0.025532691520427808,0.16273664373358546,0.13720395221315765,0.6852,0.8460473568158142,1
S1,Rank,Week_3,Rachel Hunter,0.2976113839215091,0.11556162857337222,0.11182477119436758,0.5576269682165934,0.44580219702222584,0.6852,0.8460473568158142,1
S1,Rank,Week_3,Joey McIntyre,0.19841179260529548,0.08940422643018438,0.06598303733938991,0.41077693523003644,0.3447938978906465,0.6852,0.8460473568158142,1
S1,Rank,Week_4,John O'Hurley,0.2344988809995326,0.10451004999364062,0.07819934818311113,0.4788174330179144,0.40061808483480327,0.0027,0.13697897158257877,1
S1,Rank,Week_4,Kelly Monaco,0.2334230009688881,0.10318428811224281,0.07838766464488783,0.46993389914277905,0.3915462344978912,0.0027,0.13697897158257877,1
S1,Rank,Week_4,Rachel Hunter,0.3742597995846596,0.12969388853789485,0.1489558370364573,0.6448251443420935,0.49586930730563616,0.0027,0.13697897158257877,1
S1,Rank,Week_4,Joey McIntyre,0.15781831844692104,0.07798703449615564,0.04889767038465711,0.34593729686309294,0.29703962647843585,0.0027,0.13697897158257877,1
S1,Rank,Week_5,John O'Hurley,0.48517895853927273,0.14357817454500008,0.21597467689790875,0.7581412153361475,0.5421665384382388,,,-1
S1,Rank,Week_5,Kelly Monaco,0.2627628594707925,0.11735189156903657,0.08452330037423776,0.527728785614857,0.44320548524061926,,,-1
S1,Rank,Week_5,Joey McIntyre,0.252058181989935,0.11405207358527088,0.08042980211276955,0.5095892175552915,0.42915941544252195,,,-1
S1,Rank,Week_6,John O'Hurley,0.4629136057979608,0.16060841677083806,0.17105447192437684,0.7746650861284184,0.6036106142040416,,,-1
S1,Rank,Week_6,Kelly Monaco,0.5370863942020416,0.16060841677083826,0.22518933277624475,0.8287596240220411,0.6035702912457963,,,-1
S2,Rank,Week_1,Tatum O'Neal,0.12636617425205557,0.060001852373121375,0.04193252621697764,0.27703859226095034,0.23510606604397272,0.227,0.6851178756827221,0
S2,Rank,Week_1,Tia Carrere,0.10085330850094008,0.05017776715690213,0.032417244473084375,0.22226129112607582,0.18984404665299143,0.227,0.6851178756827221,0
S2,Rank,Week_1,George Hamilton,0.08505235407867937,0.04319056883144928,0.026834366693269728,0.1923058549303211,0.16547148823705138,0.227,0.6851178756827221,0
S2,Rank,Week_1,Lisa Rinna,0.09109516080036223,0.045376084498738735,0.029399062945708192,0.20366917847448493,0.17427011552877675,0.227,0.6851178756827221,0
S2,Rank,Week_1,Stacy Keibler,0.11703000336529773,0.057034228661480085,0.038639492008697714,0.2570362895471362,0.2183967975384385,0.227,0.6851178756827221,0
S2,Rank,Week_1,Jerry Rice,0.10829514868731156,0.05216653781494961,0.03664477748494234,0.23606683754921243,0.1994220600642701,0.227,0.6851178756827221,0
S2,Rank,Week_1,Giselle Fernandez,0.12451306764063601,0.059335594210228305,0.04258864622999113,0.2695795757406912,0.22699092951070005,0.227,0.6851178756827221,0
S2,Rank,Week_1,Master P,0.053358308163479605,0.028370998792782133,0.016896355457412464,0.12534261284166331,0.10844625738425084,0.227,0.6851178756827221,0
S2,Rank,Week_1,Drew Lachey,0.13572044598007213,0.06355289305703521,0.04609293600834114,0.2907123772065061,0.24461944119816498,0.227,0.6851178756827221,0
S2,Rank,Week_1,Kenny Mayne,0.057716028531166357,0.030592517843170897,0.01815680101098103,0.13528924559835948,0.11713244458737845,0.227,0.6851178756827221,0
S2,Rank,Week_2,Tatum O'Neal,0.07875236198181179,0.040349635698589445,0.02554341168410511,0.18078109726708821,0.1552376855829831,0.1088,0.6146300961613813,1
S2,Rank,Week_2,Tia Carrere,0.09829575061377105,0.04905467943974447,0.03165319099111543,0.21860124801828054,0.1869480570271651,0.1088,0.6146300961613813,1
S2,Rank,Week_2,George Hamilton,0.08956507140811269,0.04543333965427823,0.02866476830625395,0.20503570898651327,0.17637094068025932,0.1088,0.6146300961613813,1
S2,Rank,Week_2,Lisa Rinna,0.07876216678433262,0.03986468674896358,0.025316538299640264,0.17924785472698043,0.15393131642734018,0.1088,0.6146300961613813,1
S2,Rank,Week_2,Stacy Keibler,0.18469599521333685,0.08176335675920111,0.06456937576535884,0.38130612597386293,0.3167367502085041,0.1088,0.6146300961613813,1
S2,Rank,Week_2,Jerry Rice,0.11065805138007478,0.05428280008640246,0.03662858867915261,0.2445851918492818,0.20795660317012918,0.1088,0.6146300961613813,1
S2,Rank,Week_2,Giselle Fernandez,0.1321580771856689,0.06307011725503218,0.04401245526857899,0.2857105197968867,0.24169806452830772,0.1088,0.6146300961613813,1
S2,Rank,Week_2,Master P,0.05023730871672196,0.026835634778463062,0.015447560516654728,0.11717290055298396,0.10172534003632923,0.1088,0.6146300961613813,1
S2,Rank,Week_2,Drew Lachey,0.1768752167161712,0.0790004241854681,0.06341761117413482,0.3655423649671038,0.302124753792969,0.1088,0.6146300961613813,1
S2,Rank,Week_3,Tia Carrere,0.13047516288623068,0.06320370263930308,0.04277053628924132,0.28898099592958726,0.24621045964034594,0.0084,0.36581381436985916,0
S2,Rank,Week_3,George Hamilton,0.09198342091730025,0.047114252883423975,0.028991432001812086,0.20610031067090134,0.17710887866908925,0.0084,0.36581381436985916,0
S2,Rank,Week_3,Lisa Rinna,0.10816183261999258,0.0532620195510737,0.03516862869880804,0.2412566832832474,0.20608805458443935,0.0084,0.36581381436985916,0
S2,Rank,Week_3,Stacy Keibler,0.21117338954784898,0.0887623022404543,0.07618181921690213,0.4173428165676032,0.34116099735070105,0.0084,0.36581381436985916,0
S2,Rank,Week_3,Jerry Rice,0.08409138032302169,0.043258810550177336,0.02694598647060521,0.1941720673029682,0.167226080832363,0.0084,0.36581381436985916,0
S2,Rank,Week_3,Giselle Fernandez,0.12001015763039201,0.059402722313207666,0.03975270071863505,0.2681214794253775,0.22836877870674246,0.0084,0.36581381436985916,0
S2,Rank,Week_3,Master P,0.04634719407291241,0.02549908718752265,0.014053877438859046,0.11142348014034718,0.09736960270148814,0.0084,0.36581381436985916,0
S2,Rank,Week_3,Drew Lachey,0.20775746200230139,0.08797269215701889,0.07594217326023879,0.4083964174734179,0.33245424421317915,0.0084,0.36581381436985916,0
S2,Rank,Week_4,Tia Carrere,0.1427721511516042,0.06855382711972746,0.04793045280212806,0.31066228612947816,0.2627318333273501,0.8082,0.9252101038725642,1
S2,Rank,Week_4,George Hamilton,0.10446145068440965,0.05099925716919303,0.03559915859607757,0.23311377799853014,0.19751461940245257,0.8082,0.9252101038725642,1
S2,Rank,Week_4,Lisa Rinna,0.13492829507945814,0.06525563969690386,0.04505244223088224,0.2952146162708606,0.25016217403997837,0.8082,0.9252101038725642,1
S2,Rank,Week_4,Stacy Keibler,0.2135409919506349,0.09080529323316988,0.07657100428831648,0.4304919714591362,0.3539209671708197,0.8082,0.9252101038725642,1
S2,Rank,Week_4,Jerry Rice,0.11975672648663029,0.05920083705225355,0.038749211287155326,0.26853611164148605,0.22978690035433072,0.8082,0.9252101038725642,1
S2,Rank,Week_4,Master P,0.04524875667300049,0.021191712314337478,0.015028046425417718,0.09579365110921712,0.0807656046837994,0.8082,0.9252101038725642,1
S2,Rank,Week_4,Drew Lachey,0.23929162797310546,0.0981997628634023,0.08728635222261154,0.4628743765634728,0.37558802434086125,0.8082,0.9252101038725642,1
S2,Rank,Week_5,Tia Carrere,0.0758659809118426,0.032775394583848844,0.026197399711651477,0.1527480319251634,0.12655063221351193,0.4539,0.7569684480792231,1
S2,Rank,Week_5,George Hamilton,0.1008616435707232,0.05160677022572314,0.03070179965909842,0.22373929408953339,0.19303749443043497,0.4539,0.7569684480792231,1
S2,Rank,Week_5,Lisa Rinna,0.13801686739918556,0.06736353336831616,0.042556680359821485,0.29909172676109536,0.2565350464012739,0.4539,0.7569684480792231,1
S2,Rank,Week_5,Stacy Keibler,0.3204708248497278,0.11525855374229038,0.13222987947223108,0.5748817781296244,0.4426518986573933,0.4539,0.7569684480792231,1
S2,Rank,Week_5,Jerry Rice,0.11284512317059694,0.05317852204597574,0.03616645554976584,0.2403502623568071,0.20418380680704126,0.4539,0.7569684480792231,1
S2,Rank,Week_5,Drew Lachey,0.2519395600961967,0.10428582521096805,0.09172431095090405,0.49079248694599464,0.3990681759950906,0.4539,0.7569684480792231,1
S2,Rank,Week_6,George Hamilton,0.08495152456872612,0.04698947376654918,0.0243853697502542,0.20610703521565152,0.1817216654653973,0.1198,0.36118028877397657,1
S2,Rank,Week_6,Lisa Rinna,0.1536296175290342,0.07602319931496279,0.047574911773018286,0.34161065062717544,0.2940357388541571,0.1198,0.36118028877397657,1
S2,Rank,Week_6,Stacy Keibler,0.3668857099536321,0.12858190840364284,0.1494209777414239,0.6384710618629671,0.48905008412154316,0.1198,0.36118028877397657,1
S2,Rank,Week_6,Jerry Rice,0.08450742386333816,0.04615386598754782,0.024354301856867547,0.20443784178816865,0.1800835399313011,0.1198,0.36118028877397657,1
S2,Rank,Week_6,Drew Lachey,0.31002572408526863,0.12027178521842179,0.1174155339699767,0.5763846970996243,0.45896916312964753,0.1198,0.36118028877397657,1
S2,Rank,Week_7,Lisa Rinna,0.18628124036486218,0.09059522519051155,0.058688904478173376,0.40320051552499164,0.34451161104681827,0.0122,0.14277450642772732,1
S2,Rank,Week_7,Stacy Keibler,0.38465139258934844,0.13449596902872418,0.1545442474845497,0.6660946686054882,0.5115504211209385,0.0122,0.14277450642772732,1
S2,Rank,Week_7,Jerry Rice,0.08583657940558227,0.048574479259434575,0.02402982677501233,0.20989959273163278,0.18586976595662044,0.0122,0.14277450642772732,1
S2,Rank,Week_7,Drew Lachey,0.343230787640204,0.1293282462829649,0.12605877654286596,0.6198927605571615,0.4938339840142955,0.0122,0.14277450642772732,1
S2,Rank,Week_8,Stacy Keibler,0.43558742253602284,0.14684372571522186,0.17327169757832742,0.7302880068132939,0.5570163092349665,,,-1
S2,Rank,Week_8,Jerry Rice,0.12678220795420322,0.06956116575713855,0.03610403872620356,0.29779606368441586,0.2616920249582123,,,-1
S2,Rank,Week_8,Drew Lachey,0.43763036950977174,0.14706797294680363,0.17334311156943144,0.7290507122077491,0.5557076006383177,,,-1
